,Acc_ID,New_trsc_Amt,Contract_Date,Gender,Age,Job,Family,Cancellation,Deposit_Code
3765,183-502045-21218,20000,2023-04-28,여성,57,은퇴,결혼,no,081-000101
14198,053-889651-49034,10000,2023-10-18,남성,28,산업노동자,이혼,no,081-000075
10248,194-922153-37645,20000,2023-08-09,남성,54,회사원,미혼,no,081-000481
18528,134-825220-23394,20000,2023-12-29,여성,38,산업노동자,미혼,no,081-000241
546,655-926690-03720,20000,2023-03-13,남성,33,서비스종사자,미혼,yes,081-000073
20193,910-335841-08768,10000,2024-01-25,여성,37,서비스종사자,결혼,no,A23-000101
13912,376-963819-94554,20000,2023-10-13,여성,58,회사원,결혼,no,A23-000043
4705,560-662821-13035,10000,2023-05-15,남성,33,회사원,결혼,yes,A23-000101
13987,464-765233-97937,10000,2023-10-16,여성,37,기업가,결혼,no,A23-000042
2475,425-865155-90314,10000,2023-04-10,남성,24,산업노동자,미혼,yes,081-000046
6169,416-890061-50229,20000,2023-06-07,남성,25,기술자,미혼,no,081-000067
22076,257-473879-34750,10000,2024-02-27,남성,38,기술자,이혼,no,081-000144
5391,143-693076-01397,20000,2023-05-24,남성,42,군인,이혼,no,081-000261
21413,897-806137-60666,10000,2024-02-16,남성,34,산업노동자,결혼,no,081-000331
26122,450-504271-81986,20000,2024-05-03,남성,34,기술자,결혼,no,A23-000046
14642,687-607554-86364,20000,2023-10-26,여성,56,산업노동자,결혼,no,081-000081
20329,904-968504-61302,40000,2024-01-29,여성,27,서비스종사자,결혼,no,081-000411
24005,073-052290-48758,10000,2024-03-29,남성,76,은퇴,미혼,no,081-000671
26237,147-128703-17429,20000,2024-05-03,여성,47,산업노동자,미혼,no,081-000149
6679,148-758519-03660,30000,2023-06-15,여성,40,회사원,미혼,no,081-000048
2256,746-259924-95931,10000,2023-04-06,남성,41,회사원,미혼,yes,081-000591
16082,097-059459-23296,10000,2023-11-21,남성,60,서비스종사자,미혼,no,A23-0000512
8792,028-611522-54524,10000,2023-07-17,여성,33,공무원,결혼,no,081-000011
23475,993-447649-15443,30000,2024-03-21,남성,31,산업노동자,이혼,no,A23-000043
10747,094-735736-24175,40000,2023-08-17,남성,36,미취업자,결혼,no,A23-000054
13216,063-776482-09975,30000,2023-09-26,남성,33,회사원,결혼,no,081-000353
21186,558-945351-29931,10000,2024-02-13,남성,52,서비스종사자,결혼,no,081-000501
1217,021-056563-27880,10000,2023-03-22,남성,30,회사원,미혼,yes,081-000601
15932,952-157380-39021,10000,2023-11-17,여성,32,서비스종사자,이혼,no,081-0001410
14662,818-867299-45270,30000,2023-10-26,남성,42,공무원,이혼,no,081-000153
10660,952-698958-18911,20000,2023-08-16,여성,25,산업노동자,미혼,no,081-000431
15335,574-886871-18494,10000,2023-11-08,남성,27,산업노동자,결혼,no,A23-000081
516,084-229879-16720,20000,2023-03-13,남성,39,회사원,결혼,no,A23-000059
3920,917-013282-91577,20000,2023-05-01,남성,68,은퇴,결혼,no,081-000511
19874,773-902798-65739,30000,2024-01-22,남성,27,기술자,미확인,no,081-000301
17398,111-210798-17385,30000,2023-12-11,남성,33,산업노동자,이혼,no,081-000305
9371,014-475603-44577,60000,2023-07-25,남성,49,기업가,결혼,no,081-000046
15729,791-610948-01239,10000,2023-11-15,여성,29,회사원,이혼,no,081-000143
13559,811-644664-94970,40000,2023-10-06,남성,71,은퇴,이혼,no,081-000511
719,364-107727-00083,10000,2023-03-15,여성,14,미취업자,결혼,yes,081-000171
22875,983-260142-43340,10000,2024-03-12,여성,86,은퇴,미혼,no,081-000041
1894,316-495605-92473,80000,2023-04-03,남성,32,서비스종사자,미혼,no,081-000332
23977,200-403253-77551,20000,2024-03-29,여성,26,산업노동자,미혼,no,081-000082
295,448-006836-68657,10000,2023-03-09,여성,69,은퇴,미확인,no,081-000511
11237,708-102789-75985,40000,2023-08-25,여성,35,산업노동자,이혼,no,A23-0000512
11564,057-497233-17930,20000,2023-08-31,남성,30,산업노동자,결혼,yes,081-000201
19181,418-228343-85965,30000,2024-01-10,남성,64,서비스종사자,결혼,no,081-000191
10402,418-366216-99159,10000,2023-08-10,남성,20,군인,미혼,no,081-000322
20338,728-532518-83808,30000,2024-01-29,남성,30,자영업자,이혼,no,081-000491
3252,833-447152-42117,10000,2023-04-20,여성,56,주부,미혼,no,081-000141
15638,576-816932-51701,10000,2023-11-13,여성,33,회사원,이혼,yes,081-000331
2962,674-350827-01116,20000,2023-04-17,여성,42,기술자,미혼,no,081-000353
12132,271-605046-43362,20000,2023-09-08,여성,48,기술자,결혼,no,081-000411
19038,183-947216-65966,30000,2024-01-08,남성,18,서비스종사자,미혼,no,081-000381
18856,268-273614-07938,10000,2024-01-04,여성,74,은퇴,미혼,no,081-000511
11131,706-108733-64667,10000,2023-08-24,남성,42,기술자,이혼,no,081-000332
5365,169-900273-60867,10000,2023-05-24,여성,18,학생,결혼,no,081-000601
1729,749-722809-74618,10000,2023-03-30,남성,33,기업가,미혼,no,081-000641
2365,464-685442-55810,30000,2023-04-07,남성,89,은퇴,결혼,no,081-000541
19265,845-791889-41602,10000,2024-01-11,여성,39,서비스종사자,결혼,no,A23-000011
10080,420-933798-47959,20000,2023-08-07,여성,45,산업노동자,결혼,no,081-000149
322,280-924449-33962,20000,2023-03-10,여성,32,회사원,미확인,yes,081-000077
4648,821-258232-42311,30000,2023-05-15,남성,46,기술자,결혼,no,081-000342
14114,891-350753-73504,20000,2023-10-17,여성,35,회사원,미혼,no,081-0001410
14363,313-218595-60873,40000,2023-10-20,남성,36,기술자,결혼,no,081-000068
7188,543-551817-94926,10000,2023-06-22,여성,47,공무원,결혼,no,A23-000101
9378,330-727490-18634,30000,2023-07-25,여성,25,기술자,이혼,no,081-000601
13337,101-097268-45889,10000,2023-10-04,여성,34,회사원,미혼,no,081-0001410
2003,024-640008-04004,20000,2023-04-04,남성,28,기술자,결혼,no,081-000083
4261,537-506038-96631,20000,2023-05-09,남성,81,은퇴,이혼,yes,081-000531
24945,689-710617-03539,20000,2024-04-15,남성,29,산업노동자,이혼,no,081-000061
17477,768-260119-94817,20000,2023-12-12,여성,37,회사원,이혼,yes,081-000371
6977,116-350680-49000,20000,2023-06-20,여성,50,기술자,미혼,no,081-000076
25684,275-648706-59678,40000,2024-04-26,남성,24,산업노동자,결혼,no,081-000092
9237,866-230397-20849,50000,2023-07-24,남성,38,미취업자,결혼,no,A23-000044
16913,266-249285-82015,10000,2023-12-04,여성,41,산업노동자,미혼,no,081-000062
17723,666-725864-63668,110000,2023-12-15,남성,35,회사원,결혼,no,A23-000061
3302,516-002381-62373,10000,2023-04-20,남성,69,은퇴,결혼,no,081-000511
24937,918-041967-37903,30000,2024-04-15,남성,38,회사원,결혼,no,081-000012
22603,194-884636-58217,10000,2024-03-07,여성,39,기술자,결혼,no,081-000151
389,314-738137-11720,80000,2023-03-10,여성,32,미취업자,미혼,no,081-000353
7772,754-792625-06971,10000,2023-06-30,여성,45,공무원,미혼,no,081-000591
24470,439-182574-94747,10000,2024-04-05,남성,9,학생,미혼,no,081-000171
8034,398-553258-68093,60000,2023-07-05,남성,52,산업노동자,미혼,no,081-000041
20688,114-380349-59883,20000,2024-02-02,남성,40,기술자,미혼,no,081-000601
20396,937-117960-52613,10000,2024-01-29,여성,35,자영업자,결혼,no,081-000331
8214,548-804743-15071,30000,2023-07-07,여성,37,서비스종사자,미혼,no,A23-000046
23487,725-536457-37072,10000,2024-03-21,여성,32,공무원,결혼,no,081-000342
25934,224-047164-24715,90000,2024-05-01,남성,19,군인,미혼,no,081-000323
2470,105-501786-91121,10000,2023-04-10,여성,44,회사원,결혼,no,081-000071
1002,065-513639-67510,50000,2023-03-20,남성,35,회사원,이혼,no,081-000331
4187,776-310508-59796,20000,2023-05-08,여성,40,회사원,미혼,no,081-000521
26227,916-653544-77470,50000,2024-05-03,여성,19,학생,이혼,no,A23-000056
21404,730-663697-07781,10000,2024-02-16,남성,50,회사원,결혼,no,A23-000041
19492,393-735741-05425,10000,2024-01-16,남성,42,산업노동자,결혼,no,081-000147
23333,281-597667-78464,10000,2024-03-20,여성,56,은퇴,미확인,no,081-000541
8512,977-170732-56180,40000,2023-07-12,여성,38,공무원,미혼,no,081-000203
16257,081-272582-01658,80000,2023-11-23,여성,30,산업노동자,미혼,no,081-000591
24231,975-959290-53500,10000,2024-04-02,여성,57,은퇴,미혼,no,081-000203
20702,755-934538-50680,30000,2024-02-02,여성,36,산업노동자,결혼,no,081-000045
13584,903-157449-08331,30000,2023-10-06,여성,33,산업노동자,결혼,no,081-000143
11723,778-759007-78679,10000,2023-09-04,남성,36,서비스종사자,이혼,no,A23-000056
21752,431-987185-30773,60000,2024-02-22,여성,28,서비스종사자,미혼,no,081-000143
2952,222-842166-58122,10000,2023-04-17,남성,33,회사원,결혼,no,081-000181
9757,241-531677-77329,10000,2023-08-01,여성,48,회사원,미혼,no,A23-000059
19549,670-457860-72303,10000,2024-01-16,남성,28,기술자,이혼,no,081-000591
19461,112-249432-28151,30000,2024-01-15,남성,54,기술자,결혼,no,081-000231
548,554-788190-07121,10000,2023-03-14,남성,31,산업노동자,이혼,no,081-000391
13117,525-897964-09910,10000,2023-09-25,여성,35,기업가,이혼,no,081-000641
24672,035-725502-13554,30000,2024-04-09,여성,36,회사원,미혼,no,081-000074
4792,743-075416-74975,60000,2023-05-16,여성,59,주부,미혼,no,081-000072
2934,176-878876-97647,10000,2023-04-17,남성,42,회사원,결혼,no,A23-000054
20284,614-838751-36101,10000,2024-01-26,남성,50,산업노동자,결혼,no,081-000074
19082,826-984095-99006,10000,2024-01-09,남성,38,산업노동자,결혼,no,081-000012
18600,508-750337-99669,10000,2024-01-02,여성,33,미취업자,결혼,no,081-000351
19912,667-756046-73864,30000,2024-01-22,여성,31,서비스종사자,미혼,no,081-000471
4149,374-145239-86460,10000,2023-05-03,남성,41,기술자,미혼,no,081-000074
3513,739-246659-87980,20000,2023-04-25,남성,39,회사원,결혼,no,081-000012
10181,577-192128-72380,70000,2023-08-08,남성,29,자영업자,결혼,no,A23-000058
2689,849-665796-15962,10000,2023-04-12,여성,56,회사원,미혼,no,081-000161
16352,981-567726-04393,10000,2023-11-24,여성,27,산업노동자,이혼,no,081-000076
24563,736-466455-98285,10000,2024-04-08,여성,27,산업노동자,미혼,no,081-000204
24524,911-424030-83678,10000,2024-04-08,여성,35,공무원,미혼,no,A23-000055
15617,155-810047-58345,10000,2023-11-13,남성,38,회사원,결혼,no,081-000351
8681,539-996908-81456,10000,2023-07-14,여성,47,회사원,결혼,no,A23-0000511
16035,074-695045-32307,30000,2023-11-20,여성,39,회사원,결혼,no,081-000151
20575,183-450368-33305,20000,2024-02-01,여성,30,기술자,미혼,no,A23-0000512
25961,572-480359-78693,10000,2024-05-01,남성,50,산업노동자,미혼,no,081-000231
12221,862-383207-13027,10000,2023-09-11,남성,33,기술자,미혼,yes,081-000281
18478,740-656585-33485,30000,2023-12-28,남성,27,회사원,결혼,no,081-000081
10693,246-528129-80769,10000,2023-08-17,남성,57,미확인,결혼,no,081-000651
1434,915-044881-10127,30000,2023-03-24,남성,28,자영업자,결혼,no,081-000461
18704,495-739563-85988,20000,2024-01-03,여성,55,회사원,결혼,no,081-000411
15161,602-361805-53926,30000,2023-11-06,여성,37,산업노동자,결혼,no,081-000082
2283,314-317092-51520,20000,2023-04-07,여성,28,산업노동자,결혼,no,081-000471
9158,715-443237-12473,70000,2023-07-21,남성,29,군인,이혼,no,081-000321
12932,165-608996-75387,10000,2023-09-21,여성,24,회사원,이혼,no,081-000201
7030,586-751095-94009,20000,2023-06-20,여성,61,은퇴,미혼,no,081-000065
15591,121-728908-54732,20000,2023-11-13,남성,57,은퇴,미혼,no,081-000531
286,668-145838-94623,40000,2023-03-09,남성,42,주부,미혼,no,081-000353
15086,083-805347-64589,240000,2023-11-03,여성,75,은퇴,미혼,no,081-000541
25601,155-609624-03774,20000,2024-04-25,여성,34,서비스종사자,미혼,no,081-000041
15756,564-107274-59534,20000,2023-11-15,남성,67,군인,결혼,no,081-000261
3294,732-600879-94453,10000,2023-04-20,남성,38,기업가,미혼,no,A23-000071
15329,184-405332-37244,20000,2023-11-08,남성,38,기술자,미혼,no,A23-000057
8009,785-768308-33063,40000,2023-07-04,남성,28,회사원,이혼,no,A23-000011
25789,510-832100-14936,10000,2024-04-29,남성,49,기술자,이혼,no,081-000303
1157,104-906711-24054,50000,2023-03-22,남성,51,서비스종사자,미혼,no,A23-000061
7582,978-332572-27870,20000,2023-06-28,남성,40,회사원,미혼,no,081-000501
24950,762-107839-80346,10000,2024-04-15,여성,60,회사원,미혼,no,081-000072
7374,418-853305-62374,10000,2023-06-26,여성,32,공무원,미혼,no,A23-000054
2108,508-679806-43799,20000,2023-04-05,여성,33,서비스종사자,이혼,no,A23-000057
17999,859-358658-16602,10000,2023-12-21,남성,42,기업가,결혼,no,081-000067
9214,733-532411-12651,30000,2023-07-24,남성,32,기술자,미혼,no,081-000141
5034,914-365832-29763,20000,2023-05-18,남성,34,산업노동자,결혼,no,A23-000056
16134,170-358521-66151,20000,2023-11-21,여성,55,공무원,미혼,yes,081-000075
14467,464-739809-31259,10000,2023-10-24,여성,34,기술자,결혼,no,081-000231
19999,963-481814-40489,20000,2024-01-23,남성,24,학생,미혼,no,081-000381
18550,129-163218-42047,20000,2023-12-29,남성,30,기술자,결혼,no,A23-000058
22331,656-973389-43103,30000,2024-03-04,남성,39,자영업자,결혼,no,081-000352
22970,977-068980-34308,10000,2024-03-13,남성,24,학생,결혼,no,081-000601
11693,429-064103-25546,10000,2023-09-01,남성,21,군인,이혼,no,081-000322
245,157-121126-34985,10000,2023-03-09,남성,27,회사원,미혼,no,081-000162
9427,953-175285-87981,10000,2023-07-26,남성,55,미확인,결혼,no,081-000013
24688,690-283851-06110,30000,2024-04-09,남성,72,은퇴,미혼,no,081-000441
7657,942-517694-02689,10000,2023-06-29,여성,31,공무원,미혼,no,081-000046
9517,498-278675-07267,10000,2023-07-27,여성,81,은퇴,결혼,no,081-000531
3075,742-184172-76210,20000,2023-04-18,남성,40,공무원,결혼,yes,081-000351
20019,108-760550-39780,20000,2024-01-24,남성,29,산업노동자,미혼,no,081-000043
22519,048-468678-93859,60000,2024-03-06,여성,39,서비스종사자,결혼,no,081-000143
25111,016-793935-01851,10000,2024-04-17,남성,35,산업노동자,이혼,no,081-000591
11416,263-872827-54311,30000,2023-08-29,여성,31,기술자,결혼,no,081-000045
6138,694-749319-30300,10000,2023-06-07,여성,38,기업가,결혼,no,081-000641
13952,545-991051-85379,10000,2023-10-13,남성,30,기술자,미혼,no,081-000481
12084,166-418726-09402,10000,2023-09-08,여성,30,산업노동자,미혼,no,081-000067
6270,081-595238-91700,10000,2023-06-08,여성,24,자영업자,이혼,yes,081-000042
16198,043-548018-83927,30000,2023-11-22,남성,69,산업노동자,결혼,no,081-000561
21099,094-698826-21779,50000,2024-02-13,여성,53,은퇴,미혼,no,081-000145
16367,337-039213-17482,70000,2023-11-24,여성,42,서비스종사자,결혼,no,A23-000101
12170,712-589538-38911,10000,2023-09-08,여성,49,미취업자,미혼,yes,081-000141
23548,046-138136-76797,30000,2024-03-22,여성,34,회사원,미혼,no,081-000304
1871,945-719486-57354,10000,2023-03-31,남성,57,산업노동자,미혼,yes,081-000561
23136,629-107697-59619,60000,2024-03-15,여성,81,주부,결혼,no,081-000066
5025,958-709269-92243,10000,2023-05-18,여성,35,회사원,결혼,no,A23-000071
3668,865-702764-26826,30000,2023-04-27,남성,26,기술자,이혼,no,081-000611
25150,934-341571-91668,50000,2024-04-18,여성,38,회사원,이혼,no,081-000064
15318,626-672733-45992,40000,2023-11-07,여성,24,학생,결혼,no,081-000061
15462,538-479201-20839,20000,2023-11-09,남성,29,기술자,이혼,no,081-000073
6744,202-372366-28073,40000,2023-06-15,남성,34,산업노동자,결혼,no,081-000076
4055,473-893546-79689,10000,2023-05-03,여성,52,자영업자,미혼,no,081-000068
13832,165-400134-08382,10000,2023-10-12,남성,34,기업가,결혼,no,081-000041
10833,583-233202-88328,10000,2023-08-18,여성,39,자영업자,미혼,no,081-000471
17786,095-913992-11804,20000,2023-12-18,여성,33,회사원,결혼,no,081-000101
7500,104-581443-79371,10000,2023-06-27,여성,30,자영업자,미확인,no,081-000081
564,300-829007-93168,60000,2023-03-14,남성,35,산업노동자,결혼,no,081-000161
3263,966-224330-23271,10000,2023-04-20,여성,50,서비스종사자,결혼,no,081-000076
10399,411-144655-91925,10000,2023-08-10,여성,25,서비스종사자,결혼,no,081-000302
1560,542-433426-04503,30000,2023-03-28,여성,35,기술자,이혼,no,081-000331
12466,247-689981-62582,10000,2023-09-14,남성,33,회사원,이혼,no,081-000521
16428,313-443221-78380,20000,2023-11-27,여성,41,공무원,미혼,no,081-0001410
6190,934-437775-41102,30000,2023-06-08,남성,56,서비스종사자,결혼,no,081-000303
12281,692-549301-81552,30000,2023-09-12,여성,28,산업노동자,미혼,no,081-000063
17385,548-903821-12251,30000,2023-12-11,여성,55,공무원,결혼,no,081-000591
24736,867-394815-15873,80000,2024-04-11,남성,39,기업가,결혼,no,081-000352
14019,854-012928-66100,20000,2023-10-16,여성,74,자영업자,결혼,no,081-000451
9811,695-904286-67157,10000,2023-08-01,여성,36,자영업자,이혼,no,081-000075
17938,523-687938-44756,70000,2023-12-20,여성,31,산업노동자,이혼,no,081-000341
9725,684-901387-09666,10000,2023-07-31,남성,51,산업노동자,미혼,no,A23-000055
1288,738-041233-99015,30000,2023-03-23,여성,53,산업노동자,이혼,no,081-000145
7324,061-024164-17105,20000,2023-06-23,여성,55,회사원,미확인,no,081-000147
9551,080-980867-18917,30000,2023-07-27,남성,59,회사원,미혼,yes,081-000082
10671,044-899582-80029,10000,2023-08-16,여성,31,산업노동자,결혼,no,A23-000045
23900,668-032994-95503,10000,2024-03-28,남성,49,산업노동자,이혼,no,081-000391
1043,411-854064-34751,30000,2023-03-21,남성,30,회사원,이혼,no,A23-000011
13336,025-133443-25650,10000,2023-10-04,여성,34,회사원,이혼,no,081-000149
21978,971-115450-69682,40000,2024-02-26,여성,62,자영업자,이혼,no,081-000092
6039,322-361709-06699,10000,2023-06-05,여성,54,자영업자,결혼,no,081-000147
8630,311-951225-79669,10000,2023-07-13,여성,49,산업노동자,결혼,no,A23-000031
4048,472-244338-93031,20000,2023-05-02,남성,27,회사원,결혼,yes,081-000061
8980,591-352979-37334,10000,2023-07-19,남성,39,기업가,결혼,no,081-000062
6813,296-341214-89010,40000,2023-06-16,남성,47,회사원,결혼,no,081-000041
15098,633-203815-66965,50000,2023-11-03,여성,53,회사원,미혼,no,081-000073
23443,140-140017-73199,20000,2024-03-21,남성,38,자영업자,결혼,no,A23-000031
24752,904-312049-19591,60000,2024-04-11,여성,29,회사원,미확인,no,A23-000052
9396,888-656198-41318,20000,2023-07-26,여성,34,회사원,결혼,no,081-000143
19010,038-105909-10434,20000,2024-01-08,남성,36,산업노동자,결혼,no,081-000352
9177,414-908588-00624,10000,2023-07-21,남성,34,미취업자,결혼,yes,081-000501
6236,397-151102-75666,60000,2023-06-08,남성,55,은퇴,미확인,no,081-000201
25088,625-397278-87620,40000,2024-04-17,여성,31,서비스종사자,미혼,no,081-000041
5401,215-103890-91254,10000,2023-05-24,여성,38,회사원,결혼,yes,081-000161
6717,066-248222-73766,10000,2023-06-15,남성,29,기술자,결혼,no,081-000301
18838,844-780669-73199,10000,2024-01-04,여성,46,회사원,미혼,no,081-000581
24903,271-520942-48457,10000,2024-04-15,여성,48,산업노동자,결혼,no,081-000041
1949,513-233531-37272,10000,2023-04-03,남성,33,산업노동자,미혼,yes,081-000421
16564,878-234086-58951,10000,2023-11-28,여성,43,공무원,미혼,no,081-000301
12651,546-604072-03768,10000,2023-09-18,여성,35,회사원,미혼,no,A23-0000510
25094,961-925873-77490,40000,2024-04-17,남성,41,회사원,결혼,no,081-000351
641,876-306004-19850,10000,2023-03-14,남성,67,산업노동자,결혼,no,081-000561
3084,529-856854-91724,20000,2023-04-19,여성,51,회사원,이혼,no,081-000065
2310,392-977930-92710,30000,2023-04-07,남성,40,산업노동자,이혼,no,A23-000051
16622,591-568300-57559,10000,2023-11-29,여성,23,기술자,이혼,no,081-000121
24870,641-670552-97500,20000,2024-04-12,여성,29,회사원,이혼,no,081-000241
15912,947-738938-85618,10000,2023-11-17,남성,44,기업가,미혼,no,A23-0000511
5427,279-426672-39898,30000,2023-05-25,여성,36,회사원,이혼,no,081-000149
9938,657-977875-87133,30000,2023-08-03,남성,31,기업가,미혼,no,081-000065
22417,713-954712-92006,20000,2024-03-05,남성,50,기술자,결혼,no,A23-0000512
6720,499-922680-95798,30000,2023-06-15,남성,79,산업노동자,결혼,no,081-000191
6399,611-259812-66066,30000,2023-06-12,남성,52,산업노동자,이혼,no,081-000591
5541,706-773386-50446,10000,2023-05-26,남성,42,산업노동자,결혼,no,A23-000051
14414,092-199579-13264,20000,2023-10-23,여성,34,서비스종사자,이혼,no,A23-000058
22587,274-971371-68291,230000,2024-03-07,여성,55,서비스종사자,미혼,no,081-000061
10838,232-761778-43654,20000,2023-08-18,여성,54,회사원,결혼,no,081-000043
25685,269-954448-59790,10000,2024-04-26,남성,30,산업노동자,이혼,no,081-000146
15582,284-791107-57158,30000,2023-11-10,남성,30,산업노동자,미혼,no,081-000611
20877,755-290990-21700,10000,2024-02-06,남성,41,회사원,미확인,no,081-000068
20078,332-313796-29212,10000,2024-01-24,여성,35,기술자,결혼,no,081-000661
8035,945-655499-87743,30000,2023-07-05,여성,30,회사원,미혼,no,081-000043
18407,299-317905-68150,10000,2023-12-28,여성,55,주부,미혼,no,A23-000061
21881,914-847784-74603,10000,2024-02-23,남성,23,회사원,결혼,yes,081-000611
25897,719-591695-83740,30000,2024-04-30,여성,42,서비스종사자,미혼,no,081-000411
36,168-525360-32171,50000,2023-03-06,여성,34,회사원,결혼,no,081-000076
5854,552-627306-10993,20000,2023-06-01,남성,45,산업노동자,미확인,no,081-000064
14839,198-108501-47956,10000,2023-10-30,여성,41,산업노동자,결혼,no,081-000091
1136,691-397999-52016,10000,2023-03-22,남성,45,기술자,결혼,no,081-000181
528,722-775537-23444,50000,2023-03-13,여성,56,공무원,미확인,no,081-000421
6235,668-909455-79672,10000,2023-06-08,남성,42,산업노동자,결혼,no,081-000191
3570,469-079347-56259,20000,2023-04-26,남성,48,자영업자,이혼,no,A23-000061
24722,372-274637-07442,60000,2024-04-11,여성,38,학생,미혼,no,081-000303
21825,850-718167-76713,320000,2024-02-23,여성,39,자영업자,결혼,no,081-000491
11775,179-585901-37986,30000,2023-09-04,여성,54,산업노동자,이혼,no,081-000601
5559,138-717657-99402,10000,2023-05-26,남성,37,회사원,미혼,yes,A23-000021
9288,058-804823-37442,10000,2023-07-25,남성,51,미취업자,미혼,no,081-000044
3855,004-424104-07883,10000,2023-04-28,여성,33,군인,미혼,no,081-000322
25656,312-798469-42246,130000,2024-04-26,남성,46,산업노동자,미혼,no,A23-000044
4197,289-941094-45579,40000,2023-05-08,여성,24,서비스종사자,결혼,no,081-000601
4386,140-918354-69455,20000,2023-05-10,여성,28,회사원,미혼,yes,A23-0000511
24537,960-794504-40893,20000,2024-04-08,남성,53,기술자,결혼,no,081-000047
19238,369-303238-84416,10000,2024-01-11,남성,60,기술자,결혼,no,081-000141
14730,414-149247-11425,20000,2023-10-27,남성,34,회사원,결혼,no,081-000291
8228,319-977007-16910,10000,2023-07-07,여성,25,회사원,결혼,no,081-0001410
3136,670-580563-83033,10000,2023-04-19,여성,30,기술자,결혼,no,081-000081
10890,179-229128-69907,80000,2023-08-21,여성,32,산업노동자,미혼,no,081-000163
3346,611-862983-40592,10000,2023-04-21,남성,28,회사원,결혼,no,081-000043
21864,935-138485-08548,20000,2024-02-23,여성,36,미취업자,결혼,no,081-000144
12416,812-403315-20011,10000,2023-09-13,남성,33,군인,미혼,no,081-000321
18053,604-885076-84064,20000,2023-12-21,남성,35,미취업자,이혼,no,081-000411
4794,249-890392-93146,10000,2023-05-16,여성,37,산업노동자,결혼,no,081-000074
17348,801-023896-14237,10000,2023-12-11,여성,26,회사원,결혼,no,081-000151
17461,953-106637-19554,30000,2023-12-12,남성,46,기업가,결혼,no,081-000092
11728,181-528528-70780,10000,2023-09-04,여성,42,산업노동자,결혼,no,A23-000054
8917,010-785380-57013,10000,2023-07-18,남성,44,산업노동자,결혼,no,081-000073
19709,233-944485-44300,50000,2024-01-18,여성,30,산업노동자,이혼,no,081-000151
4787,345-453874-70295,30000,2023-05-16,여성,63,은퇴,미혼,no,081-000049
24355,519-464600-53212,10000,2024-04-04,여성,20,학생,미확인,no,081-000381
8222,050-956438-80237,20000,2023-07-07,여성,40,자영업자,미혼,no,081-000251
25361,542-072543-27943,40000,2024-04-22,남성,28,군인,결혼,no,081-000322
4698,651-514120-75528,20000,2023-05-15,여성,48,산업노동자,결혼,no,081-000076
4359,321-483396-69172,10000,2023-05-10,여성,31,주부,미확인,no,A23-000041
1530,730-303594-60288,10000,2023-03-27,여성,66,은퇴,결혼,yes,A23-000041
21147,291-181355-59271,20000,2024-02-13,여성,75,자영업자,이혼,no,081-000451
8449,505-263594-75533,10000,2023-07-11,남성,35,기업가,이혼,no,081-000491
1604,636-624100-98934,20000,2023-03-28,여성,73,은퇴,결혼,no,A23-000058
11510,390-543428-04838,40000,2023-08-30,여성,45,공무원,미확인,no,A23-000052
222,190-733558-08998,10000,2023-03-09,남성,24,기술자,미혼,no,081-000012
5511,651-166840-53638,50000,2023-05-26,남성,75,자영업자,결혼,no,081-000451
18110,016-964036-23174,30000,2023-12-22,여성,21,산업노동자,미혼,no,081-000431
9294,189-153301-32354,10000,2023-07-25,여성,37,산업노동자,미혼,no,A23-000059
8442,344-727316-28530,20000,2023-07-11,남성,48,산업노동자,미혼,no,081-000305
8778,980-820268-53536,40000,2023-07-17,여성,36,서비스종사자,미혼,no,A23-0000512
1039,487-253687-43092,10000,2023-03-21,남성,41,회사원,결혼,no,A23-000052
26065,117-495627-06773,10000,2024-05-02,남성,41,은퇴,미확인,no,081-000621
7595,190-401744-44132,30000,2023-06-28,남성,38,산업노동자,이혼,no,081-000304
17812,827-537672-79415,30000,2023-12-18,여성,52,주부,결혼,no,081-000144
312,014-744300-76832,10000,2023-03-09,여성,80,은퇴,이혼,yes,081-000531
16791,781-452373-87744,10000,2023-12-01,남성,54,산업노동자,이혼,no,081-000303
9969,049-707339-42500,10000,2023-08-03,남성,33,미취업자,이혼,no,081-000301
22732,733-687450-62169,10000,2024-03-11,여성,43,산업노동자,결혼,no,081-000121
7853,348-066980-80474,30000,2023-07-03,여성,35,기술자,미혼,no,081-000075
24533,087-524726-95724,70000,2024-04-08,남성,49,산업노동자,미혼,no,081-000561
20892,674-680831-24698,50000,2024-02-06,남성,52,기술자,미혼,no,081-000143
3906,064-029462-56523,30000,2023-05-01,여성,40,자영업자,미혼,no,081-000353
9247,888-998962-59253,10000,2023-07-24,여성,50,자영업자,결혼,no,081-000651
16845,273-364214-42069,10000,2023-12-01,여성,34,자영업자,결혼,yes,081-000491
17330,927-926804-62705,20000,2023-12-11,남성,51,기업가,미혼,no,081-000161
995,136-233716-20703,10000,2023-03-20,남성,49,산업노동자,미혼,no,081-000141
8548,353-662322-30632,20000,2023-07-12,남성,24,군인,이혼,no,081-000321
22702,545-455328-47024,10000,2024-03-08,여성,58,자영업자,결혼,no,081-000621
17218,906-252164-67897,10000,2023-12-08,남성,52,미확인,결혼,no,081-000066
1923,516-394878-05549,20000,2023-04-03,남성,78,은퇴,미혼,yes,081-000441
7494,849-427832-51977,20000,2023-06-27,남성,31,산업노동자,이혼,no,A23-000051
18212,007-845090-37038,40000,2023-12-26,여성,34,산업노동자,미혼,no,081-000067
