,클래스ID,강의시작일,강의종료일,강사명,담당 매니저,강사 구분,언어(수업),총지급 강사료,클래스 수업료,class 종류,장소
2082,wkS7dYZ6,2023-03-25,2023-04-24,임수후,최은우,Korean,중국어,"3,601,000","10,800,000",Intensive,"울산 동구 봉수로 101 (화정동, 울산과학대학동부캠퍼스)"
2083,A9tCd30R,2023-02-04,2023-04-19,서윤원,한채원,Korean,중국어,"490,000","910,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2084,ZxCCGdjK,2023-02-04,2023-04-19,서윤원,한채원,Korean,중국어,"420,000","780,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2085,8rJr7ZG0,2023-03-26,2023-06-13,서윤원,조태현,Korean,중국어,"375,000","870,000",Group,"충북 증평군 증평읍 미암로 82-41 (미암리, SK에너지(주))"
2086,w6dgJupr,2023-03-29,2023-04-22,유원준,이시윤,Korean,일본어,"140,000","278,000",Group,그린팩토리
2087,lqlHjLY9,2022-12-25,2023-05-09,유원준,이서윤,Korean,일본어,"210,000","510,000",1:1 (임원),
2088,71YSRZug,2022-10-09,2023-07-23,강서윤,김민준,Korean,중국어,"210,000","630,000",Group,
2089,0Y12mrQ7,2022-10-17,2023-07-23,강서윤,김민준,Korean,기타,"120,000","360,000",Group,"경기 성남시 분당구 판교로 255 (삼평동, 판교 이노밸리)"
2090,UzOZ4jba,2023-04-15,2023-06-24,유후예,조태현,Korean,일본어,"157,500","448,947",Group,"대전 서구 청사로 189 (둔산동, 정부대전청사)"
2091,X1LlhPxs,2022-03-26,2023-07-23,강성우,이재민,Korean,일본어,"312,000","556,000",Group,판교
2092,96Nfo5Ml,2023-04-15,2023-07-07,황우윤,한승현,Korean,중국어,"175,000","400,000",Group,"충남 천안시 서북구 번영로 467 (성성동, 삼성SDI(주))"
2093,OmwswI06,2019-07-13,2023-07-23,황예호,장태양,Korean,일본어,"280,000","656,000",1:1 (임원),경북 구미시 수출대로 48
2094,mJwnhYXM,2023-01-21,2023-04-15,한아수,황준영,Korean,일본어,"198,000","360,000",Group,"경기 수원시 팔달구 효원로 1 (매산로3가, 경기도청)"
2095,UVz9yYrm,2023-04-22,2023-07-15,한아수,황준영,Korean,일본어,"33,000","60,000",Group,"경기 수원시 팔달구 효원로 1 (매산로3가, 경기도청)"
2096,qJPd4wt8,2023-04-08,2023-06-27,한아수,강시우,Korean,일본어,"297,000","675,000",Group,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
2097,TChb0rck,2023-03-25,2023-07-23,강도우,오준희,Korean,일본어,"324,000","556,000",Group,
2098,ElLJgRRC,2023-04-17,2023-04-17,강도우,정하윤,Korean,기타,"36,000","80,000",interview,"경기 용인시 기흥구 농서로 84 (농서동, 삼성전자)"
2099,cTLFcnsH,2022-02-01,2023-07-12,강도우,이서윤,Korean,일본어,"432,000","1,020,000",1:1 (임원),13층 집무실
2100,tRjm5O5P,2022-10-10,2023-07-23,강도우,박하은,Korean,일본어,"108,000","300,000",1:1 (임원),서울 강남구 압구정로12길 14 (신사동)
2101,xrmwjvX3,2023-01-21,2023-04-22,강도우,김민준,Korean,일본어,"144,000","280,000",1:1 (임원),
2102,ujlBpKLE,2022-09-28,2023-07-23,강도우,문다온,Korean,일본어,"288,000","656,000",1:1 (임원),"서울 강서구 마곡동로 110 (마곡동, 코오롱one&only타워)"
2103,GS9ywF2v,2023-03-05,2023-06-20,윤윤수,조유진,Korean,중국어,"430,000","950,000",Group,"전남 나주시 빛가람로 661 (빛가람동, 한전KDN(주)), Vision룸(102호)"
2104,lqNgz6ol,2023-02-04,2023-04-12,오하호,정다인,Korean,영어,"170,000","385,000",Group,
2105,xp15dahB,2023-03-25,2023-06-13,한예성,조태현,Korean,중국어,"665,000","1,330,000",Group,"충북 증평군 증평읍 미암로 82-41 (미암리, SK에너지(주))"
2106,aY0XOAyf,2023-04-11,2023-07-11,유윤준,유하늘,Korean,일본어,"140,000","316,000",Group,"경기 용인시 수지구 수지로112번길 10 (성복동, (주)두산)"
2107,DE68MvNw,2023-04-09,2023-07-11,유윤준,유하늘,Korean,영어,"175,000","395,000",Group,"경기 용인시 수지구 수지로112번길 10 (성복동, (주)두산)"
2108,w9H222Ol,2022-11-28,2023-04-19,유윤준,서민지,Korean,일본어,"320,000","656,000",Language lab,"경기 용인시 기흥구 금화로105번길 21 (상갈동, 동아제약)"
2109,5RX0TztF,2023-02-25,2023-05-16,정도도,강혜린,Korean,중국어,"814,000","1,452,000",Group,"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
2110,CIy7iXSn,2023-04-22,2023-04-22,서채후,임예빈,,기타,"155,000",0,특강,"부산 영도구 태종로 727 (동삼동, 한국해양대학교)"
2111,SXvIi4HD,2022-12-01,2023-07-23,정원예,최은우,Korean,영어,"270,000","525,000",1:1 (임원),충북 청주시 청원구 오창읍 과학산업4로 146 (구룡리)
2112,LWqY9WQn,2023-04-15,2023-07-07,강도도,한승현,F4,중국어,"175,000","400,000",Group,"충남 천안시 서북구 번영로 467 (성성동, 삼성SDI(주))"
2113,a6oFtMwv,2023-01-28,2023-06-29,윤수예,유예준,Korean,영어,0,0,Group,
2114,MCXVmCFE,2023-01-28,2023-06-29,윤수예,유예준,Korean,영어,0,0,Group,
2115,tWMcm7Wp,2023-01-28,2023-06-29,윤수예,유예준,Korean,영어,0,0,Group,
2116,Hte9hasj,2023-01-28,2023-06-29,윤수예,유예준,Korean,영어,0,0,Group,
2117,uMVpNhp4,2023-01-28,2023-06-29,윤수예,유예준,Korean,영어,0,0,Group,
2118,R6MlJdPZ,2023-02-13,2024-01-21,임수은,서민지,F4*,영어,"272,000","656,000",1:1 (임원),서울 동대문구 천호대로 64 (용두동)
2119,qs4kntem,2023-02-21,2023-07-23,임수은,황수현,F4*,영어,"238,000","574,000",Language lab,서울 동대문구 천호대로 84 (용두동)
2120,ncSSbq2f,2023-01-21,2023-07-23,임수은,황수현,F4*,영어,"204,000","492,000",Language lab,서울 동대문구 천호대로 64 (용두동)
2121,j7BClnYN,2023-01-21,2023-07-23,임수은,황수현,F4*,영어,"364,000","902,000",Group,서울 동대문구 천호대로 64 (용두동)
2122,KRhwPiyC,2023-04-15,2023-07-23,조현아,장은서,Korean,영어,"240,000","420,000",Co-Active Learning,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
2123,I3yZCVEy,2023-04-08,2023-06-27,조준채,강시우,Korean,일본어,"315,000","675,000",Group,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
2124,48xFwZiR,2023-04-22,2023-07-15,조준채,장은서,Korean,일본어,"15,000","83,000",Group,경기 화성시 안녕남로 132 (안녕동)
2125,0gi8lLO5,2023-04-18,2023-04-18,임후서,박하은,Korean,독일어,"150,000","540,000",특강,"경기 용인시 기흥구 기흥단지로 46 (고매동, 한라그룹연수원)"
2126,e8eYVgEb,2023-01-07,2023-04-12,박호후,강주원,Korean,영어,0,0,Group,서울 구로구 경인로20가길 38 (오류동)
2127,e8eYVgEb,2023-04-17,2023-07-12,박호후,강주원,Korean,영어,0,0,Group,서울 구로구 경인로20가길 38 (오류동)
2128,IDq2LP5G,2023-04-17,2023-07-12,박호후,강주원,Korean,영어,0,0,Group,서울 구로구 경인로20가길 38 (오류동)
2129,IDq2LP5G,2023-01-07,2023-04-12,박호후,강주원,Korean,영어,0,0,Group,서울 구로구 경인로20가길 38 (오류동)
2130,ZOIEWWCs,2023-01-07,2023-04-12,박호후,강주원,Korean,영어,0,0,Group,서울 구로구 경인로20가길 38 (오류동)
2131,ZOIEWWCs,2023-04-17,2023-07-12,박호후,강주원,Korean,영어,0,0,Group,서울 구로구 경인로20가길 38 (오류동)
2132,ZGQ33kNO,2023-01-21,2023-07-23,조아예,황수현,Korean,일본어,"310,000","656,000",Language lab,서울 동대문구 천호대로 64 (용두동)
2133,W8cBsstI,2023-02-04,2023-04-29,조아예,문지후,Korean,일본어,"490,000","1,128,000",Group,경기 의정부시 용민로19번길 16 (용현동)
2134,NTS08yGe,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"400,000","650,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2135,xHo8xB8J,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"400,000","650,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2136,WCNdaqHy,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"400,000","650,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2137,WFNQYBB2,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"480,000","780,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2138,MS6ODhQS,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"320,000","520,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2139,TckWCTqc,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"480,000","780,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2140,Ft85PJlZ,2023-02-04,2023-04-20,윤현원,한채원,Korean,중국어,"480,000","780,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2141,gXLmIbth,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"400,000","650,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2142,9D7pfpEt,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"320,000","520,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2143,C23AI2tN,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"400,000","650,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2144,Gnz9Nd7C,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"480,000","780,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2145,byCRMh51,2023-02-04,2023-04-19,윤현원,한채원,Korean,중국어,"400,000","650,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2146,xYzP2mQX,2023-04-08,2023-06-27,문현민,최은우,Korean,영어,"360,000","720,000",Group,경북 구미시 구미대로 58
2147,2alIKV7o,2021-12-22,2023-04-22,조호서,이시윤,Korean,일본어,"105,000","208,500",Group,
2148,kLD9OXkT,2021-12-22,2023-04-22,조호서,이시윤,Korean,일본어,"105,000","208,500",Group,
2149,RPqKR39q,2023-02-25,2023-04-22,조호서,이시윤,Korean,일본어,"245,000","521,250",Group,
2150,KAP2r17A,2023-02-04,2023-05-07,서서예,최현우,Korean,스페인어,"775,000","940,000",Group,"전남 고흥군 고흥읍 남계리 226, 한국전력공사 고흥지사, 2층 회의실"
2151,jJYP9jnE,2023-04-15,2023-06-18,장수수,윤지민,Korean,독일어,"120,000","376,629",Group,"세종특별자치시 다솜2로 94 (어진동, 정부세종청사)"
2152,TSUlAJJi,2023-04-20,2023-06-22,장수수,윤지민,Korean,독일어,"120,000","376,629",Group,"세종특별자치시 한누리대로 253 (나성동, 에스빌딩)"
2153,fC6yIdE1,2023-03-26,2023-07-23,서민호,박하은,Korean,중국어,"180,000","480,000",Group,
2154,v2cxVCUz,2023-02-26,2023-06-06,서민호,강주원,Korean,중국어,"210,000","595,000",Group,서울 마포구 백범로1길 18 (노고산동)
2155,Ui930zv7,2022-11-22,2024-06-24,조호하,이서윤,Korean,불어,"374,000","1,100,000",1:1 (임원),"서울 강남구 영동대로 517 (삼성동, 아셈타워)"
2156,iMYp6xgH,2022-09-26,2023-04-24,조호하,강시우,Korean,불어,"136,000","400,000",Group,"서울 강남구 도산대로45길 7 (신사동, 에르메스도산파크)Room Number 회의실"
2157,4Km86fpb,2023-02-21,2023-04-24,정지우,한예원,Korean,중국어,"192,000","417,000",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
2158,TfRkOGrc,2022-11-21,2023-07-23,정지우,한예원,Korean,중국어,"128,000","278,000",Group,"경기 성남시 분당구 대왕판교로606번길 41 (삼평동, 프라임스퀘어)"
2159,yAMV8M6A,2022-08-15,2023-04-24,정지우,오준희,Korean,중국어,"54,000","170,000",1:1 (임원),"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
2160,pRIx3Re3,2023-01-04,2023-04-26,정지우,강민성,Korean,중국어,"64,000","160,000",Group,"경기 성남시 분당구 대왕판교로 477 (판교동, 낙생고등학교)"
2161,J0wIdbPr,2023-03-19,2023-06-13,정지우,유하늘,Korean,중국어,"224,000","525,000",Group,"서울 서초구 매헌로 16 (양재동, 하이브랜드,하이브랜드몰)"
2162,dL3rnAhP,2019-04-23,2024-05-23,황성도,최도현,Korean,베트남어,"13,500",0,기타,
2163,3CUeX1wQ,2022-09-23,2023-07-21,김호후,박수호,Korean,영어,"136,000","340,000",1:1 (임원),"경기 광명시 일직로 17 (일직동, 롯데아울렛)"
2164,L7dJo9Fs,2022-12-06,2023-07-23,김호후,송아린,Korean,영어,"238,000","595,000",1:1 (임원),"서울 영등포구 국제금융로 10 (여의도동, 서울 국제금융 센터)"
2165,4j9j0aCz,2022-07-24,2023-07-23,유준준,오현서,F2/F5/F6,중국어,"165,000","425,000",1:1 (임원),"경기 성남시 분당구 정자일로213번길 9 (정자동, 금융결제원 분당센터)"
2166,c67n1H0K,2020-08-01,2023-07-23,유준준,박하진,F2/F5/F6,중국어,"495,000","1,275,000",1:1 (임원),
2167,DSm32Jxc,2023-02-04,2023-04-29,유준준,문지후,F2/F5/F6,중국어,"420,000","960,000",Group,경기 성남시 분당구 석운로 300 (석운동)
2168,FP9WZ3Mo,2023-03-26,2023-07-04,황윤서,임시현,F2/F5/F6,일본어,"420,000","840,000",Group,"경북 안동시 풍천면 도청대로 455 (갈전리, 경상북도청)"
2169,MRxhWIiq,2022-11-22,2023-04-24,오민준,박하은,Korean,중국어,0,"497,000",1:1 (임원),"서울 중구 장충단로 275 (을지로6가, 두산타워빌딩)"
2170,Tveot7Ck,2023-02-26,2023-07-23,오민준,강시우,Korean,중국어,0,"999,000",1:1 (임원),"서울 중구 세종대로 73 (서소문동, 태평로빌딩)"
2171,q1vmVvXz,2022-12-12,2023-07-23,오민준,박하은,Korean,중국어,0,"480,000",Group,"서울 중구 장충단로 275 (을지로6가, 두산타워빌딩)"
2172,638ds8KD,2022-02-19,2023-07-23,오민준,송민재,Korean,영어,0,"510,000",1:1 (임원),"서울 중구 서소문로 100 (서소문동, 중앙일보 구관)"
2173,3XFAu7wU,2023-03-04,2023-07-23,오민준,유하늘,Korean,중국어,0,"510,000",1:1 (임원),"서울 강남구 테헤란로 133 (역삼동, 한국타이어빌딩)"
2174,fGndHaCX,2023-04-18,2023-04-18,오민준,박하은,Korean,중국어,"6,000","675,000",특강,"경기 용인시 기흥구 기흥단지로 46 (고매동, 한라그룹연수원)"
2175,y7a0kDQq,2023-03-27,2023-06-17,이채윤,강하윤,F2/F5/F6,일본어,"352,000","1,078,000",Group,"서울 강서구 마곡중앙로 177 (마곡동, 더넥센유니버시티)"
2176,WXfgoLUd,2022-12-11,2023-04-24,이채윤,문다온,F2/F5/F6,영어,"228,000","574,000",1:1 (임원),"서울 강서구 마곡동로 110 (마곡동, 코오롱one&only타워)"
2177,oTMmSRFL,2023-02-05,2023-05-07,장은원,문지후,Korean,스페인어,"630,000","987,000",Group,"강원 춘천시 수풍골길 7 (후평동, 한국전력공사 강원지사)"
2178,EkqQsNLh,2023-02-05,2023-05-07,장은원,문지후,Korean,스페인어,"770,000","987,000",Group,"강원 철원군 갈말읍 명성로179번길 43 (군탄리, 한국전력철원지점)"
2179,jXwRXK63,2023-01-14,2023-04-03,장지호,송예은,Korean,중국어,"226,800","474,000",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
2180,wCNxx7Oi,2023-01-14,2023-04-03,장지호,송예은,Korean,중국어,"226,800","474,000",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
2181,8wUmJ8T5,2023-01-14,2023-04-03,장지호,송예은,Korean,중국어,"226,800","474,000",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
2182,MFs3dC9d,2023-01-12,2023-03-30,장지호,송예은,Korean,중국어,"94,500","197,500",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
2183,JyTC1NwO,2023-04-17,2023-04-26,장지호,송예은,Korean,중국어,"113,400","237,000",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
2184,PrvxnFrT,2023-04-17,2023-04-26,장지호,송예은,Korean,중국어,"113,400","237,000",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
2185,ReU9Ta4j,2023-04-17,2023-04-26,장지호,송예은,Korean,중국어,"113,400","237,000",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
2186,ooc5krIM,2023-04-20,2023-04-26,장지호,송예은,Korean,중국어,"94,500","197,500",Group,부산 기장군 정관읍 정관중앙로 100 (방곡리)
2187,AmOTqxGt,2023-02-04,2023-04-18,정아지,한승현,Etc,일본어,"1,610,000","2,604,000",Language lab,"충남 천안시 서북구 3공단2로 56 (백석동, 아드반테스트코리아(주))"
2188,kwGGjP4B,2023-01-28,2023-04-22,김예민,강태윤,Korean,일본어,"767,000","1,118,000",Group,"인천 중구 공항로424번길 47 (운서동, 인천국제공항공사)"
2189,wgr6RPnb,2023-01-24,2023-04-23,김예민,강태윤,Korean,일본어,"472,000","688,000",Group,"인천 중구 공항로424번길 47 (운서동, 인천국제공항공사)"
2190,pwSrjdvv,2022-12-31,2023-03-29,송현민,장태양,F2/F5/F6,일본어,"200,000","500,000",Group,전남 여수시 산단중앙로 495 (중흥동)
2191,69ULfOdS,2023-04-08,2023-07-12,송현민,장태양,F2/F5/F6,일본어,"400,000","1,000,000",Group,전남 여수시 산단중앙로 495 (중흥동)
2192,1vJvtUAH,2022-10-08,2023-07-23,최준서,오재윤,Korean,중국어,"200,000","325,000",1:1 (임원),충북 청주시 흥덕구 직지대로 337 (향정동)
2193,fcyvXTgo,2022-12-06,2023-07-23,최준서,김서진,Korean,중국어,"280,000","455,000",1:1 (임원),
2194,eQXwdDzE,2022-04-27,2023-07-23,최준서,오재윤,Korean,중국어,"420,000","682,500",1:1 (임원),"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2195,JZaIaD5k,2022-11-05,2023-05-13,최준서,김서진,Korean,중국어,"240,000","390,000",1:1 (임원),"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2196,Wf3gkrT9,2022-04-27,2023-07-23,최준서,김서진,Korean,중국어,"200,000","325,000",1:1 (임원),"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2197,Eqtc4DIU,2023-02-04,2023-04-19,최준서,한채원,Korean,중국어,"480,000","780,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2198,t8CmnPx2,2023-02-04,2023-04-19,최준서,한채원,Korean,중국어,"480,000","780,000",Group,"충북 청주시 흥덕구 대신로 215 (향정동, 하이닉스반도체청주사업장)"
2199,k9dwr0av,2023-02-21,2023-05-23,장호수,최현우,F2/F5/F6,중국어,"375,000","720,000",1:1 (임원),"대구 남구 대명로 124 (대명동), 케이티엔지 대구본부, 10층 강의실"
2200,l1sRIEl2,2023-02-04,2023-05-10,장호수,최현우,F2/F5/F6,중국어,"423,500","840,000",Group,"대구 수성구 수성동4가 1000-1, 한국전력공사 대구본부 전력관리처 2층 경영상황실"
2201,S72OLMXd,2023-02-04,2023-05-10,장호수,최현우,F2/F5/F6,중국어,"448,800","960,000",Group,"대구 동구 효목동 626, 한국전력공사 대구본부 동대구지사, 2층 회의실"
2202,Tb1x3r0Z,2022-04-23,2023-05-23,황도민,장은서,F2/F5/F6,중국어,"280,000","480,000",1:1 (임원),DSR A타워 26층
2203,qBLPZyiF,2023-04-10,2023-04-11,황도민,송아린,F2/F5/F6,중국어,"304,000","1,200,000",특강,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
2204,8G7uKEOP,2022-08-25,2023-07-06,한호호,강혜린,F2/F5/F6,중국어,"160,000","340,000",1:1 (임원),"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
2205,FTLKdU54,2022-08-06,2023-07-06,한호호,오재윤,F2/F5/F6,중국어,"120,000","255,000",1:1 (임원),
2206,mcsT70VT,2022-08-06,2023-07-06,한호호,오재윤,F2/F5/F6,중국어,"160,000","340,000",1:1 (임원),
2207,8cTUaAGq,2022-08-06,2023-07-06,한호호,오재윤,F2/F5/F6,중국어,"80,000","170,000",1:1 (임원),
2208,NJi0dHO8,2022-08-06,2023-07-06,한호호,오재윤,F2/F5/F6,중국어,"160,000","340,000",1:1 (임원),
2209,JhkXReED,2023-03-18,2023-06-14,한호호,오재윤,F2/F5/F6,영어,"160,000","380,000",Language lab,경기 이천시 대산로288번길 107 (고담동)
2210,HVVZsxPr,2023-03-18,2023-06-14,한호호,오재윤,F2/F5/F6,영어,"120,000","285,000",Language lab,경기 이천시 대산로288번길 107 (고담동)
2211,zI0g7UXI,2021-08-24,2023-07-23,한호호,김서진,F2/F5/F6,중국어,"320,000","600,000",1:1 (임원),
2212,vXkB0eXp,2022-11-21,2023-07-23,조현도,김민준,F4,중국어,"90,000","255,000",1:1 (임원),커머셜본부 본부장실
2213,aw7MwZfX,2022-02-27,2023-07-23,한민윤,유하늘,F2/F5/F6,중국어,"105,000","255,000",1:1 (임원),"경기 용인시 수지구 수지로112번길 10 (성복동, (주)두산)"
2214,zT1FEzL2,2022-02-27,2023-07-23,한민윤,유하늘,F2/F5/F6,중국어,"280,000","680,000",Group,"경기 용인시 수지구 수지로112번길 10 (성복동, (주)두산)"
2215,6lwJ6XHc,2022-09-25,2023-07-23,한민윤,이도윤,F2/F5/F6,중국어,"245,000","532,000",Co-Active Learning,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
2216,E61O4Q4U,2023-03-04,2023-05-27,최은성,조서우,Korean,영어,"800,000","1,200,000",Group,"경남 거제시 거제대로 3370 (아주동, 대우조선해양)"
2217,wm4RX9Z0,2023-02-13,2023-05-18,윤민예,정다인,F2/F5/F6,중국어,"96,000","231,000",1:1 (임원),"서울 용산구 한강대로 100 (한강로2가, 아모레퍼시픽)"
2218,tteBRhNI,2023-04-16,2023-07-09,윤민예,황수현,F2/F5/F6,중국어,"85,400","212,800",Language lab,"서울 서초구 남부순환로 2406 (서초동, 예술의전당)"
2219,EbtKYmp3,2023-03-26,2023-05-23,윤민예,강태윤,F2/F5/F6,중국어,"364,000","960,000",1:1 (임원),"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
2220,gGjSipfB,2023-02-05,2023-04-18,윤민예,문다온,F2/F5/F6,중국어,"224,000","525,000",Group,"서울 강남구 테헤란로 301 (역삼동, 삼정빌딩)"
2221,IyoaT5Oh,2023-04-17,2023-06-13,서민지,송우진,F2/F5/F6,중국어,"62,000","120,000",Group,
2222,l4F7Kbrq,2022-11-14,2023-04-22,이은채,강시우,F2/F5/F6,중국어,"362,000","900,000",1:1 (임원),"서울 중구 세종대로9길 53 (서소문동, 대한통운빌딩)"
2223,c5Bu6vm8,2023-04-03,2023-04-26,유지윤,장은서,F2/F5/F6,중국어,"160,000","380,000",Co-Active Learning,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
2224,4WnxaHJQ,2023-03-29,2023-03-29,이현우,배시온,F2/F5/F6,중국어,"105,000","1,500,000",워크샵,"서울 강남구 봉은사로 130 (역삼동, 노보텔 앰배서더 강남 서울)"
2225,wbVE3bFb,2023-01-16,2023-04-12,임현원,장은서,Korean,일본어,"266,000","420,000",Group,경기 화성시 안녕남로 132 (안녕동)
2226,qLsdqhoX,2023-02-04,2023-05-10,유지민,조유진,F2/F5/F6,일본어,"480,000","1,128,000",Group,"전남 나주시 전력로 55 (빛가람동, 한국전력공사)"
2227,lukoh8aO,2023-01-05,2023-04-13,장후후,강민성,Korean,영어,0,0,Group,"서울 구로구 가마산로25길 21 (구로동, 구로구민회관)"
2228,rOBkIaea,2023-01-07,2023-04-10,장후후,강민성,Korean,영어,0,0,Group,"서울 구로구 가마산로25길 21 (구로동, 구로구민회관)"
2229,rOBkIaea,2023-04-17,2023-04-22,장후후,강민성,Korean,영어,0,0,Group,"서울 구로구 가마산로25길 21 (구로동, 구로구민회관)"
2230,46h1OOpQ,2023-01-07,2023-04-10,장후후,강민성,Korean,영어,0,0,Group,"서울 구로구 가마산로25길 21 (구로동, 구로구민회관)"
2231,R8rmgOG4,2023-01-07,2023-04-10,장후후,강민성,Korean,영어,0,0,Group,"서울 구로구 가마산로25길 21 (구로동, 구로구민회관)"
2232,wchNOpeY,2023-01-07,2023-04-10,장후후,강민성,Korean,영어,0,0,Group,"서울 구로구 가마산로25길 21 (구로동, 구로구민회관)"
2233,ouoKA98w,2022-11-21,2023-07-23,조지지,최은우,,일본어,"80,000","170,000",1:1 (임원),"부산 중구 중앙대로 2 (중앙동7가, 롯데백화점광복점)"
2234,dE5phyM5,2023-02-12,2023-04-11,조지지,최은우,,일본어,"335,000","600,000",Group,"울산 울주군 삼남면 반구대로 163 (방기리, 삼성SDI)"
2235,Zyd81QBw,2022-08-21,2023-07-23,조지지,최은우,,영어,"550,000","900,000",Group,"울산 울주군 삼남면 가천금사길 45 (방기리, 삼성SDI㈜)"
2236,277gygxB,2023-01-22,2023-07-23,조준하,이재민,Korean,일본어,"280,000","486,500",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2237,A1OM4gUj,2023-04-09,2023-07-11,오아민,유하늘,Korean,영어,"142,000","316,000",Group,"경기 용인시 수지구 수지로112번길 10 (성복동, (주)두산)"
2238,CdgeFsUW,2023-04-08,2023-06-27,오아민,강시우,Korean,기타,"342,000","675,000",Group,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
2239,0adv9rFB,2023-04-11,2023-04-22,유준수,이시윤,Korean,일본어,"253,750","347,500",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2240,sfdVJrtH,2023-02-21,2023-04-22,유준수,이시윤,Korean,일본어,"458,000","834,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2241,BdMq4ir6,2023-02-22,2023-07-23,유준수,이재민,Korean,일본어,"409,500","729,750",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
2242,fyqSusq8,2023-01-21,2023-05-23,유준수,이재민,Korean,일본어,"156,000","278,000",Group,"경기 성남시 분당구 대왕판교로606번길 45 (삼평동, 판교역 푸르지오시티)"
2243,VDT8HRIR,2023-01-23,2023-04-24,유준수,유예준,Korean,일본어,"156,000","360,000",Group,"서울 서초구 강남대로 251 (서초동, 해동빌딩)"
2244,tCtQydJb,2023-01-21,2024-07-23,유준수,이서윤,Korean,일본어,"234,000","510,000",1:1 (임원),"서울 마포구 상암산로 66 (상암동, CJ E&M CENTER)"
2245,b04Z8JPs,2022-06-25,2023-07-23,최성민,이재민,Korean,일본어,"245,000","556,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2246,iJ2U2JfQ,2023-03-29,2023-07-23,최성민,이재민,Korean,일본어,"105,000","208,500",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
